tag,U0,XL,DVTSHIFT,DeltaWGAA,DeltaTGAA,loss,log_rmse_vd005,log_rmse_vd070,log_rmse_all,rel_rmse_high_vd005,rel_rmse_high_vd070,max_abs_log_err,status
eval_0018,0.6328279610538255,1.2620211825303443e-08,0.5701285420547725,9.383751263948868e-09,6.478741996323279e-10,4.073640567039515,1.740169611143173,1.30050861630412,1.5601368181475461,15.190525086533905,1.5661665727458896,2.9542259870113172,ok
eval_0019,0.0006247199617109599,3.785491722631382e-08,0.06565611881303327,1.2973607373026426e-08,-1.9557909273476695e-09,1.793936364197092,1.3960144483995052,1.61614352564024,1.4978488754275556,0.9862854173372555,0.987631174459653,1.9456857553039737,ok
eval_0020,0.015146784221055098,3.6514610997842002e-09,0.6459567363891603,6.260150781618417e-09,-3.6435054668597135e-10,1.5468482698336705,1.5396286342457686,1.3742887605708487,1.4684443789516737,0.20357049756813242,0.31912210831184745,3.5470057165791493,ok
eval_0021,0.001919099225720196,3.447672201494892e-08,0.15031806467234185,3.740456448821383e-09,-3.5843568601387514e-10,3.5836845868235363,3.4685746236501083,3.05668045127875,3.29187942137865,0.9692091517109946,0.9761586179215802,5.508928124193329,ok
eval_0022,0.00016329972799069875,-3.820492214748328e-09,0.23331261776526732,6.7884277147383e-09,1.1810950450435485e-09,2.130461806673271,1.7691614726557874,1.9167304889928336,1.8362124257221197,0.9811814462895918,0.9804810933847483,4.258408863335753,ok
eval_0023,0.004534137383453936,2.2328983565173518e-08,-0.4589097715814758,-2.5510360429974544e-09,4.618051659210445e-10,1.5100708187796525,1.3467100018370162,1.0938672150753606,1.2407131050822784,0.896461091026685,0.8992570002891422,2.5580210444697125,ok
eval_0024,0.02377480109197959,5.374671848862676e-10,-0.5547939648754244,4.643316878631176e-09,2.092025587000177e-10,2.6582763286820206,2.4680792165370087,2.373135763906591,2.4263408323197697,0.8002383682326453,0.7459982741823595,6.053164740027075,ok
eval_0025,0.0011903923557619557,2.0797966584577904e-08,0.7863238654856227,-1.0535028105801594e-08,4.841921852728795e-10,294.94007333717764,294.0624084387619,295.3605656909917,294.6400733371777,1.0,1.0,296.7289626356506,ok
eval_0026,0.0086036919099654,3.11832417234281e-08,0.3876007355735258,7.720040812711733e-09,2.4625026106210557e-10,3.5185345352747066,3.4696794004108886,2.9621282740149457,3.2538898321010152,0.8616988568555676,0.9025991643023737,5.151984546756804,ok
eval_0027,0.0053406378947849,-1.9642931992251996e-09,-0.6886046026827976,-1.1653824096483427e-08,6.631890952100887e-10,294.94007333717764,294.0624084387619,295.3605656909917,294.6400733371777,1.0,1.0,296.7289626356506,ok
eval_0028,0.00230107814573076,3.737616032752793e-08,-0.3616787746507181,9.663711485306922e-09,2.829985557400896e-10,1.7932807209332375,1.563667708701731,1.4391991126067234,1.5096158399883848,0.9451577560289103,0.945941450270109,3.2351754485537167,ok
